Dates,Total Consumption,was_missing,DayOfWeek,DayOfMonth,Month,Quarter,DayOfYear,WeekOfYear,Year,DayOfWeek_sin,DayOfWeek_cos,DayOfYear_sin,DayOfYear_cos,Month_sin,Month_cos,lag_1,lag_7,lag_30,lag_365,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2021-08-09,4240.8,0,0,9,8,3,221,32,2021,0.0,1.0,-0.6132298262997502,-0.7899045386224707,-0.8660254037844384,-0.5000000000000004,4090.7999999999993,3847.2,4273.5,3653.3124999999995,4130.628571428571,109.13595060422286,3949.9666666666667,176.74111075209453
2021-08-10,4321.0,0,1,10,8,3,222,32,2021,0.7818314824680298,0.6234898018587336,-0.6267266965083301,-0.7792391467859886,-0.8660254037844384,-0.5000000000000004,4240.8,3953.9,4030.6,3663.3874999999994,4183.071428571428,97.65624599048289,3959.6466666666665,188.8475132596851
2021-08-11,4372.2,0,2,11,8,3,223,32,2021,0.9749279121818236,-0.22252093395631434,-0.6400381082043503,-0.7683431655492202,-0.8660254037844384,-0.5000000000000004,4321.0,4034.7,4032.8,3668.4249999999993,4231.285714285714,95.48443902144017,3970.9599999999996,203.0158149096947
2021-08-12,4422.200000000001,0,3,12,8,3,224,32,2021,0.43388373911755823,-0.900968867902419,-0.65316012232693,-0.7572198192083127,-0.8660254037844384,-0.5000000000000004,4372.2,4151.0,4029.5,3673.462499999999,4270.028571428572,111.2048217522659,3984.05,218.9549926197223
2021-08-13,4451.200000000001,0,4,13,8,3,225,32,2021,-0.433883739117558,-0.9009688679024191,-0.666088855860977,-0.7458723993404063,-0.8660254037844384,-0.5000000000000004,4422.200000000001,4208.599999999999,3971.2,3678.499999999999,4304.685714285714,125.725142388355,4000.05,234.93809712934572
2021-08-14,4436.3,0,5,14,8,3,226,32,2021,-0.9749279121818236,-0.2225209339563146,-0.6788204829862355,-0.734304263829602,-0.8660254037844384,-0.5000000000000004,4451.200000000001,4234.599999999999,4019.2,3688.299999999999,4333.5,130.0252155032525,4013.9533333333334,248.0843595861369
2021-08-15,4255.3,0,6,15,8,3,227,32,2021,-0.7818314824680299,0.6234898018587334,-0.6913512362094071,-0.722518835873311,-0.8660254037844384,-0.5000000000000004,4436.3,4090.7999999999993,4193.3,3611.8000000000006,4357.0,86.39592968807658,4016.0199999999995,249.88166081926144
2021-08-16,4366.8,0,0,16,8,3,228,33,2021,0.0,1.0,-0.7036774074790128,-0.7105196029692745,-0.8660254037844384,-0.5000000000000004,4255.3,4240.8,4232.9,3506.0,4375.000000000001,69.6552702002297,4020.483333333333,255.03187912066096
2021-08-17,4420.099999999999,0,1,17,8,3,229,33,2021,0.7818314824680298,0.6234898018587336,-0.7157953492826642,-0.6983101158835584,-0.8660254037844384,-0.5000000000000004,4366.8,4321.0,3928.0,3514.9000000000005,4389.157142857143,66.86575748325748,4036.8866666666668,264.5272135577794
2021-08-18,4379.6,0,2,18,8,3,230,33,2021,0.9749279121818236,-0.22252093395631434,-0.7277014757264236,-0.6858939875998223,-0.8660254037844384,-0.5000000000000004,4420.099999999999,4372.2,3846.2,3362.7000000000003,4390.214285714285,66.61099580328337,4054.666666666666,269.15396995071296
2021-08-19,4360.2,0,3,19,8,3,231,33,2021,0.43388373911755823,-0.900968867902419,-0.7393922635959241,-0.673274892250183,-0.8660254037844384,-0.5000000000000004,4379.6,4422.200000000001,3777.1,3339.1000000000004,4381.357142857143,65.76571693374763,4074.1033333333335,269.4723944448031
2021-08-20,4199.9,0,4,20,8,3,232,33,2021,-0.433883739117558,-0.9009688679024191,-0.7508642533989489,-0.6604565640279754,-0.8660254037844384,-0.5000000000000004,4360.2,4451.200000000001,3736.7,3555.5,4345.457142857143,86.58115378346837,4089.5433333333335,262.65735865852065
2021-08-21,4009.4,0,5,21,8,3,233,33,2021,-0.9749279121818236,-0.2225209339563146,-0.7621140503891487,-0.6474427960827475,-0.8660254037844384,-0.5000000000000004,4199.9,4436.3,3800.099999999999,3620.499999999999,4284.471428571428,143.5414889417678,4096.5199999999995,257.43181541178313
2021-08-22,3728.1,0,6,22,8,3,234,33,2021,-0.7818314824680299,0.6234898018587334,-0.7731383255706026,-0.6342374393978054,-0.8660254037844384,-0.5000000000000004,4009.4,4255.3,3883.2,3475.1,4209.157142857143,255.8050876295147,4091.35,263.3529855536092
2021-08-23,3983.099999999999,0,0,23,8,3,235,34,2021,0.0,1.0,-0.7839338166829201,-0.620844401650647,-0.8660254037844384,-0.5000000000000004,3728.1,4366.8,3892.1,3338.6000000000004,4154.342857142857,257.4994424404525,4094.3833333333328,261.4963915928697
2021-08-24,4203.3,0,1,24,8,3,236,34,2021,0.7818314824680298,0.6234898018587336,-0.7944973291665992,-0.6072676460566135,-0.8660254037844384,-0.5000000000000004,3983.099999999999,4420.099999999999,3865.1,3322.4999999999995,4123.371428571429,231.98100291680555,4105.656666666667,258.5443251310513
2021-08-25,4287.200000000001,0,2,25,8,3,237,34,2021,0.9749279121818236,-0.22252093395631434,-0.8048257371083452,-0.593511190196115,-0.8660254037844384,-0.5000000000000004,4203.3,4379.6,4006.8,3339.2,4110.171428571429,217.12444752787977,4115.003333333333,259.9120812669263
2021-08-26,4289.0,0,3,26,8,3,238,34,2021,0.43388373911755823,-0.900968867902419,-0.8149159841660791,-0.5795791048257612,-0.8660254037844384,-0.5000000000000004,4287.200000000001,4360.2,3953.6,3301.7,4100.0,204.77602398718793,4126.183333333333,259.9435244808761
2021-08-27,4266.400000000001,0,4,27,8,3,239,34,2021,-0.433883739117558,-0.9009688679024191,-0.8247650844733614,-0.5654755126737576,-0.8660254037844384,-0.5000000000000004,4289.0,4199.9,3740.5,3494.6,4109.5,211.61148362033987,4143.713333333333,250.60193016475048
2021-08-28,4212.400000000001,0,5,28,8,3,240,34,2021,-0.9749279121818236,-0.2225209339563146,-0.8343701235229537,-0.5512045872199277,-0.8660254037844384,-0.5000000000000004,4266.400000000001,4009.4,3721.1,3628.9,4138.5,209.50653132221902,4160.09,237.7559214245009
2021-08-29,4027.8,0,6,29,8,3,241,34,2021,-0.7818314824680299,0.6234898018587334,-0.8437282590292712,-0.5367705514607103,-0.8660254037844384,-0.5000000000000004,4212.400000000001,3728.1,3724.0,3680.000000000001,4181.314285714286,125.40122844389985,4170.216666666666,224.64977660001458
2021-08-30,4022.2,0,0,30,8,3,242,35,2021,0.0,1.0,-0.8528367217694595,-0.522177676659508,-0.8660254037844384,-0.5000000000000004,4027.8,3983.099999999999,3736.7,3626.0,4186.900000000001,115.58752816228764,4179.733333333334,211.30247698881544
2021-08-31,3975.599999999999,0,1,31,8,3,243,35,2021,0.7818314824680298,0.6234898018587336,-0.8616928164028521,-0.5074302810827518,-0.8660254037844384,-0.5000000000000004,4022.2,4203.3,3616.7,3593.1,4154.371428571429,139.72284130003044,4191.696666666667,187.09978986577136
2021-09-01,3943.6,0,2,1,9,3,244,35,2021,0.9749279121818236,-0.22252093395631434,-0.8702939222685674,-0.49253272872205434,-1.0,-1.8369701987210297e-16,3975.599999999999,4287.200000000001,3847.2,3603.4,4105.285714285715,145.51640719144342,4194.91,181.7299860440921
2021-09-02,3979.4,0,3,2,9,3,245,35,2021,0.43388373911755823,-0.900968867902419,-0.8786374941610001,-0.4774894280028391,-1.0,-1.8369701987210297e-16,3943.6,4289.0,3953.9,3448.6000000000004,4061.057142857143,126.13039360311826,4195.76,180.62009205836466
2021-09-03,3942.5,0,4,3,9,3,246,35,2021,-0.433883739117558,-0.9009688679024191,-0.886721063082993,-0.46230483047981086,-1.0,-1.8369701987210297e-16,3979.4,4266.400000000001,4034.7,3591.1,4014.785714285714,93.41310451558468,4192.6866666666665,184.20395879779926
2021-09-04,3895.000000000001,0,5,4,9,3,247,35,2021,-0.9749279121818236,-0.2225209339563146,-0.8945422369764496,-0.4469834295196741,-1.0,-1.8369701987210297e-16,3942.5,4212.400000000001,4151.0,3653.999999999999,3969.442857142857,47.01318457423447,4184.153333333334,191.96775004534217
2021-09-05,3790.9,0,6,5,9,3,248,35,2021,-0.7818314824680299,0.6234898018587334,-0.9020987014301837,-0.43152975897147144,-1.0,-1.8369701987210297e-16,3895.000000000001,4027.8,4208.599999999999,3655.4,3935.5999999999995,74.96227940327681,4170.23,204.84911714016042
2021-09-06,3950.0,0,0,6,9,3,249,36,2021,0.0,1.0,-0.9093882203647925,-0.4159483918249421,-1.0,-1.8369701987210297e-16,3790.9,4022.2,4234.599999999999,3711.7,3925.285714285714,65.42064986357956,4160.743333333333,208.32579869593343
2021-09-07,3880.7,0,1,7,9,3,250,36,2021,0.7818314824680298,0.6234898018587336,-0.9164086366943458,-0.4002439388573056,-1.0,-1.8369701987210297e-16,3950.0,3975.599999999999,4090.7999999999993,3781.000000000001,3911.7285714285713,63.04621887383428,4153.740000000001,214.20666076768273
2021-09-08,3908.4,0,2,8,9,3,251,36,2021,0.9749279121818236,-0.22252093395631434,-0.9231578729647039,-0.38442104726885545,-1.0,-1.8369701987210297e-16,3880.7,3943.6,4240.8,3790.8000000000006,3906.7000000000003,61.46440704452497,4142.66,218.10939931365925
2021-09-09,3971.499999999999,0,3,9,9,3,252,36,2021,0.43388373911755823,-0.900968867902419,-0.9296339319682695,-0.3684843993077793,-1.0,-1.8369701987210297e-16,3908.4,3979.4,4321.0,3626.2,3905.5714285714284,59.96120174152124,4131.01,217.58854773045397
2021-09-10,3860.8000000000006,0,4,10,9,3,253,36,2021,-0.433883739117558,-0.9009688679024191,-0.9358348973349941,-0.35243871088460327,-1.0,-1.8369701987210297e-16,3971.499999999999,3942.5,4372.2,3759.6,3893.9,59.52489675198984,4113.963333333334,218.07319790308466
2021-09-11,3681.7,0,5,11,9,3,254,36,2021,-0.9749279121818236,-0.2225209339563146,-0.9417589340994617,-0.33628873017668287,-1.0,-1.8369701987210297e-16,3860.8000000000006,3895.000000000001,4422.200000000001,3864.9,3863.4285714285716,99.82263795162311,4089.28,223.81376248091138
2021-09-12,3560.6,0,6,12,9,3,255,36,2021,-0.7818314824680299,0.6234898018587334,-0.9474042892438845,-0.32003923622313857,-1.0,-1.8369701987210297e-16,3681.7,3790.9,4451.200000000001,3952.0,3830.528571428571,152.01712309568137,4059.5933333333332,233.02825925023583
2021-09-13,3706.9,0,0,13,9,3,256,37,2021,0.0,1.0,-0.9527692922168511,-0.30369503751065885,-1.0,-1.8369701987210297e-16,3560.6,3950.0,4436.3,3951.400000000001,3795.7999999999997,147.88696133647213,4035.2799999999997,230.4054483311741
2021-09-14,3667.9,0,1,14,9,3,257,37,2021,0.7818314824680298,0.6234898018587336,-0.9578523554276669,-0.28726097055059635,-1.0,-1.8369701987210297e-16,3706.9,3880.7,4255.3,3933.6,3765.4,149.3902049444181,4015.7,235.95524268751439
2021-09-15,3727.000000000001,0,2,15,9,3,258,37,2021,0.9749279121818236,-0.22252093395631434,-0.9626519747161487,-0.2707418984477642,-1.0,-1.8369701987210297e-16,3667.9,3908.4,4366.8,3890.7,3739.4857142857145,135.54169627304125,3994.3733333333334,232.00795903906163
2021-09-16,3739.5,0,3,16,9,3,259,37,2021,0.43388373911755823,-0.900968867902419,-0.9671667297977312,-0.2541427094613622,-1.0,-1.8369701987210297e-16,3727.000000000001,3971.499999999999,4420.099999999999,3720.1,3706.342857142857,90.10136619651367,3971.6866666666665,222.0033996840229
2021-09-17,3739.5,0,4,17,9,3,260,37,2021,-0.433883739117558,-0.9009688679024191,-0.97139528468375,-0.23746831555846842,-1.0,-1.8369701987210297e-16,3739.5,3860.8000000000006,4379.6,3819.1,3689.014285714286,63.0475595237978,3950.35,211.9807680769234
2021-09-18,3853.6,0,5,18,9,3,261,37,2021,-0.9749279121818236,-0.2225209339563146,-0.9753363880767837,-0.2207236509605022,-1.0,-1.8369701987210297e-16,3739.5,3681.7,4360.2,3860.8000000000006,3713.5714285714284,88.18876939622793,3933.463333333333,197.91745838438044
2021-09-19,3849.1,0,6,19,9,3,262,37,2021,-0.7818314824680299,0.6234898018587334,-0.9789888737409319,-0.20391367068311472,-1.0,-1.8369701987210297e-16,3853.6,3560.6,4199.9,3897.0,3754.785714285714,70.40474483470581,3921.77,191.90469464707172
2021-09-20,3990.7,0,0,20,9,3,263,38,2021,0.0,1.0,-0.9823516608469237,-0.18704334906991657,-1.0,-1.8369701987210297e-16,3849.1,3706.9,4009.4,3871.299999999999,3795.328571428571,109.23782486370833,3921.146666666667,191.64043330717178
2021-09-21,3926.0,0,1,21,9,3,264,38,2021,0.7818314824680298,0.6234898018587336,-0.9854237542919524,-0.17011767832049052,-1.0,-1.8369701987210297e-16,3990.7,3667.9,3728.1,3912.5,3832.2000000000003,102.40270178728231,3927.7433333333333,188.14032489228444
2021-09-22,3790.2,0,2,22,9,3,265,38,2021,0.9749279121818236,-0.22252093395631434,-0.9882042449941422,-0.15314166701312007,-1.0,-1.8369701987210297e-16,3926.0,3727.000000000001,3983.099999999999,3911.8,3841.2285714285713,94.02502706347637,3921.3133333333335,189.47478539069573
2021-09-23,3723.6,0,3,23,9,3,266,38,2021,0.43388373911755823,-0.900968867902419,-0.9906923101615609,-0.13612033862266704,-1.0,-1.8369701987210297e-16,3790.2,3739.5,4203.3,3738.3,3838.9571428571426,97.0359874332436,3905.3233333333337,185.04648192079736
2021-09-24,3723.5,0,4,24,9,3,267,38,2021,-0.433883739117558,-0.9009688679024191,-0.9928872135356962,-0.11905873003404988,-1.0,-1.8369701987210297e-16,3723.6,3739.5,4287.200000000001,3763.500000000001,3836.6714285714284,99.91492571660223,3886.5333333333333,173.1714146462236
2021-09-25,3787.3,0,5,25,9,3,268,38,2021,-0.9749279121818236,-0.2225209339563146,-0.994788305609327,-0.10196189005174576,-1.0,-1.8369701987210297e-16,3723.5,3853.6,4289.0,3779.500000000001,3827.2000000000003,101.17720428371422,3869.8099999999995,156.3748333883716
2021-09-26,3644.2,0,6,26,9,3,269,38,2021,-0.7818314824680299,0.6234898018587334,-0.9963950238187231,-0.08483487790576538,-1.0,-1.8369701987210297e-16,3787.3,3849.1,4266.400000000001,3721.2,3797.9285714285716,121.40334583920755,3849.07,142.61733016035797
2021-09-27,3713.500000000001,0,0,27,9,3,270,39,2021,0.0,1.0,-0.9977068927101168,-0.06768276175455162,-1.0,-1.8369701987210297e-16,3644.2,3990.7,4212.400000000001,3736.1,3758.3285714285716,88.90338790481677,3832.4400000000005,127.02500595524727
2021-09-28,3749.8,0,1,28,9,3,271,39,2021,0.7818314824680298,0.6234898018587336,-0.9987235240803972,-0.050510617185222886,-1.0,-1.8369701987210297e-16,3713.500000000001,3926.0,4027.8,3765.9,3733.1571428571433,49.91108284217241,3823.173333333333,122.33545157738719
2021-09-29,3787.0,0,2,29,9,3,272,39,2021,0.9749279121818236,-0.22252093395631434,-0.9994446170919858,-0.033323525711631344,-1.0,-1.8369701987210297e-16,3749.8,3790.2,4022.2,3638.6,3732.7000000000003,49.312608259301655,3815.3333333333335,116.54003998428955
2021-09-30,3847.499999999999,0,3,30,9,3,273,39,2021,0.43388373911755823,-0.900968867902419,-0.9998699583618592,-0.016126573270657762,-1.0,-1.8369701987210297e-16,3787.0,3723.6,3975.599999999999,3526.1,3750.4000000000005,65.18384257878087,3811.063333333333,112.75058676606318
2021-10-01,3815.6,0,4,1,10,4,274,39,2021,-0.433883739117558,-0.9009688679024191,-0.9999994220246925,0.001075151282798226,-0.8660254037844386,0.5000000000000001,3847.499999999999,3723.5,3943.6,3732.3,3763.557142857143,68.07992501815879,3806.7966666666666,109.94930331225461
2021-10-02,3645.1,0,5,2,10,4,275,39,2021,-0.9749279121818236,-0.2225209339563146,-0.999832969770105,0.018276557681691223,-0.8660254037844386,0.5000000000000001,3815.6,3787.3,3979.4,3767.4,3743.242857142857,79.98847536038011,3795.6533333333336,108.78725119694911
2021-10-03,3631.2,0,6,3,10,4,276,39,2021,-0.7818314824680299,0.6234898018587334,-0.9993706508539969,0.03547255575312556,-0.8660254037844386,0.5000000000000001,3645.1,3644.2,3942.5,3714.499999999999,3741.3857142857146,82.773696074941,3785.2766666666666,109.14337512342625
2021-10-04,3819.3,0,0,4,10,4,277,40,2021,0.0,1.0,-0.9986126020839734,0.052658056924614005,-0.8660254037844386,0.5000000000000001,3631.2,3713.500000000001,3895.000000000001,3698.500000000001,3756.4999999999995,86.41261481983963,3782.7533333333336,107.37998507823468
2021-10-05,3825.6,0,1,5,10,4,278,40,2021,0.7818314824680298,0.6234898018587336,-0.9975590477788613,0.06982797572987089,-0.8660254037844386,0.5000000000000001,3819.3,3749.8,3790.9,3626.4,3767.328571428571,90.10360174610686,3783.9100000000003,107.65729582720898
2021-10-06,3839.8,0,2,6,10,4,279,40,2021,0.9749279121818236,-0.22252093395631434,-0.9962102997023297,0.0869772313136861,-0.8660254037844386,0.5000000000000001,3825.6,3787.0,3950.0,3704.000000000001,3774.871428571428,94.14424596129624,3780.2366666666667,103.59831407006837
2021-10-07,3881.2,0,3,7,10,4,280,40,2021,0.43388373911755823,-0.900968867902419,-0.9945667569706337,0.1041007489354256,-0.8660254037844386,0.5000000000000001,3839.8,3847.499999999999,3880.7,3616.8,3779.6857142857143,99.20303134770352,3780.253333333333,103.61507257328645
2021-10-08,3894.4,0,4,8,10,4,281,40,2021,-0.433883739117558,-0.9009688679024191,-0.9926289059345095,0.121193461470736,-0.8660254037844386,0.5000000000000001,3881.2,3815.6,3908.4,3714.3,3790.942857142857,108.03542408462557,3779.786666666667,103.04799261319359
2021-10-09,3823.1,0,5,9,10,4,282,40,2021,-0.9749279121818236,-0.2225209339563146,-0.9903973200352558,0.1382503109109819,-0.8660254037844386,0.5000000000000001,3894.4,3645.1,3971.499999999999,3753.6,3816.371428571429,86.85963224817253,3774.8399999999997,96.90659064451938
2021-10-10,3766.7,0,6,10,10,4,283,40,2021,-0.7818314824680299,0.6234898018587334,-0.9878726596350429,0.15526624985999563,-0.8660254037844386,0.5000000000000001,3823.1,3631.2,3860.8000000000006,3811.4,3835.7285714285713,42.47248969573661,3771.703333333333,95.54159766853961
2021-10-11,3884.599999999999,0,0,11,10,4,284,41,2021,0.0,1.0,-0.9850556718215013,0.172236243027682,-0.8660254037844386,0.5000000000000001,3766.7,3819.3,3681.7,3793.900000000001,3845.057142857143,45.33732300373427,3778.4666666666667,96.13038678985652
2021-10-12,3912.0,0,1,12,10,4,285,41,2021,0.7818314824680298,0.6234898018587336,-0.981947190186646,0.18915526872004093,-0.8660254037844386,0.5000000000000001,3884.599999999999,3825.6,3560.6,3809.8,3857.399999999999,50.61155994436543,3790.18,89.87341442656579
2021-10-13,3899.2,0,2,13,10,4,286,41,2021,0.9749279121818236,-0.22252093395631434,-0.9785481345802031,0.20601832032517084,-0.8660254037844386,0.5000000000000001,3912.0,3839.8,3706.9,3737.500000000001,3865.8857142857137,52.12582304936338,3796.5899999999997,90.58370999932029
2021-10-14,3832.9,0,3,14,10,4,287,41,2021,0.43388373911755823,-0.900968867902419,-0.9748595108374125,0.22282040779479959,-0.8660254037844386,0.5000000000000001,3899.2,3881.2,3667.9,3513.5000000000005,3858.985714285714,52.951028588437495,3802.0899999999997,87.45573205322275
2021-10-15,3677.7,0,4,15,10,4,288,41,2021,-0.433883739117558,-0.9009688679024191,-0.9708824104813836,0.23955655912092708,-0.8660254037844386,0.5000000000000001,3832.9,3894.4,3727.000000000001,3605.900000000001,3828.0285714285715,83.39144069360125,3800.446666666667,89.35786144653662
2021-10-16,3706.7,0,5,16,10,4,289,41,2021,-0.9749279121818236,-0.2225209339563146,-0.9666180104000972,0.2562218218071163,-0.8660254037844386,0.5000000000000001,3677.7,3823.1,3739.5,3642.8,3811.399999999999,95.29389627184248,3799.3533333333335,90.32471588026259
2021-10-17,3556.7,0,6,17,10,4,290,41,2021,-0.7818314824680299,0.6234898018587334,-0.9620675724981452,0.27281126433401914,-0.8660254037844386,0.5000000000000001,3706.7,3766.7,3739.5,3637.1,3781.4,136.05119134601,3793.26,100.13481119866704
2021-10-18,3532.1000000000004,0,0,18,10,4,291,42,2021,0.0,1.0,-0.957232443323312,0.28931997761869527,-0.8660254037844386,0.5000000000000001,3556.7,3884.599999999999,3853.6,3654.7,3731.042857142857,155.35385261978996,3782.5433333333335,110.15673061075371
2021-10-19,3576.5000000000005,0,1,19,10,4,292,42,2021,0.7818314824680298,0.6234898018587336,-0.9521140536681102,0.3057430764672831,-0.8660254037844386,0.5000000000000001,3532.1000000000004,3912.0,3849.1,3685.1,3683.1142857142863,141.3428978120464,3773.4566666666665,115.5866138393636
2021-10-20,3636.0,0,2,20,10,4,293,42,2021,0.9749279121818236,-0.22252093395631434,-0.9467139181463862,0.3220757010206104,-0.8660254037844386,0.5000000000000001,3576.5000000000005,3899.2,3990.7,3660.1,3645.514285714286,104.48069085676342,3761.633333333333,110.63354025739505
2021-10-21,3635.6,0,3,21,10,4,294,42,2021,0.43388373911755823,-0.900968867902419,-0.9410336347451197,0.3383130181923076,-0.8660254037844386,0.5000000000000001,3636.0,3832.9,3926.0,3471.6,3617.328571428571,64.44782681327689,3751.953333333333,108.43885209498374
2021-10-22,3683.499999999999,0,4,22,10,4,295,42,2021,-0.433883739117558,-0.9009688679024191,-0.9350748843515574,0.3544502230989869,-0.8660254037844386,0.5000000000000001,3635.6,3677.7,3790.2,3553.8,3618.157142857143,65.38383737956903,3748.3966666666665,108.89002830547625
2021-10-23,3617.8,0,5,23,10,4,296,42,2021,-0.9749279121818236,-0.2225209339563146,-0.9288394302558068,0.3704825404820963,-0.8660254037844386,0.5000000000000001,3683.499999999999,3706.7,3723.6,3557.9,3605.457142857143,52.7281347145706,3744.87,111.40507061449355
2021-10-24,3421.8,0,6,24,10,4,297,42,2021,-0.7818314824680299,0.6234898018587334,-0.9223291176290545,0.3864052261209853,-0.8660254037844386,0.5000000000000001,3617.8,3556.7,3723.5,3519.600000000001,3586.1857142857143,87.01964200822567,3734.813333333333,126.05486690827917
2021-10-25,3524.1000000000004,0,0,25,10,4,298,43,2021,0.0,1.0,-0.9155458729775467,0.40221356823680365,-0.8660254037844386,0.5000000000000001,3421.8,3532.1000000000004,3787.3,3505.0000000000005,3585.042857142857,87.89647048551596,3726.04,131.32496834320744
2021-10-26,3600.6,0,1,26,10,4,299,43,2021,0.7818314824680298,0.6234898018587336,-0.9084917035725082,0.41790288888678667,-0.8660254037844386,0.5000000000000001,3524.1000000000004,3576.5000000000005,3644.2,3460.0,3588.485714285714,87.97803567883535,3724.5866666666666,132.4979134079887
2021-10-27,3586.8,0,2,27,10,4,300,43,2021,0.9749279121818236,-0.22252093395631434,-0.9011686968561569,0.4334685453485363,-0.8660254037844386,0.5000000000000001,3600.6,3636.0,3713.500000000001,3401.4,3581.4571428571426,85.47927345548649,3720.3633333333332,134.86166215622526
2021-10-28,3576.0000000000005,0,3,28,10,4,301,43,2021,0.43388373911755823,-0.900968867902419,-0.8935790198239952,0.4489059314938798,-0.8660254037844386,0.5000000000000001,3586.8,3635.6,3749.8,3189.9,3572.9428571428575,82.08848593932738,3714.57,137.26512767582918
2021-10-29,3549.8,0,4,29,10,4,302,43,2021,-0.433883739117558,-0.9009688679024191,-0.8857249183835637,0.4642104791518923,-0.8660254037844386,0.5000000000000001,3576.0000000000005,3683.499999999999,3787.0,3300.2,3553.842857142857,66.06834484439435,3706.6633333333334,139.75808281685644
2021-10-30,3488.1,0,5,30,10,4,303,43,2021,-0.9749279121818236,-0.2225209339563146,-0.8776087166898392,0.4793776594606945,-0.8660254037844386,0.5000000000000001,3549.8,3617.8,3847.499999999999,3394.1,3535.3142857142857,63.27006739820188,3694.6833333333334,142.64335580048112
2021-10-31,3377.3,0,6,31,10,4,304,43,2021,-0.7818314824680299,0.6234898018587334,-0.8692328164574792,0.49440298420761813,-0.8660254037844386,0.5000000000000001,3488.1,3421.8,3815.6,3437.0000000000005,3528.9571428571435,77.26441304902986,3680.0733333333333,151.97259946617163
2021-11-01,3420.4,0,0,1,11,4,305,44,2021,0.0,1.0,-0.8605996962501181,0.5092820071573356,-0.5000000000000004,0.8660254037844384,3377.3,3524.1000000000004,3645.1,3437.8,3514.1428571428573,87.6009485706503,3672.5833333333335,159.12460544325305
2021-11-02,3454.0999999999995,0,1,2,11,4,306,44,2021,0.7818314824680298,0.6234898018587336,-0.8517119107469189,0.5240103253675756,-0.5000000000000004,0.8660254037844384,3420.4,3600.6,3631.2,3460.000000000001,3493.214285714286,80.73395461992995,3666.68,163.9254948507665
2021-11-03,3389.0000000000005,0,2,3,11,4,307,44,2021,0.9749279121818236,-0.22252093395631434,-0.8425720899866032,0.5385835804920232,-0.5000000000000004,0.8660254037844384,3454.0999999999995,3586.8,3819.3,3477.3,3464.9571428571426,77.05073776725024,3652.3366666666666,168.86199728309654
2021-11-04,3066.9,0,3,4,11,4,308,44,2021,0.43388373911755823,-0.900968867902419,-0.8331829385891785,0.5529974600700271,-0.5000000000000004,0.8660254037844384,3389.0000000000005,3576.0000000000005,3825.6,3336.4999999999995,3392.2285714285713,155.30279793880132,3627.046666666667,196.56053157923748
2021-11-05,2942.999999999999,0,4,5,11,4,309,44,2021,-0.433883739117558,-0.9009688679024191,-0.8235472349556007,0.5672476988027229,-0.5000000000000004,0.8660254037844384,3066.9,3549.8,3839.8,3471.0000000000005,3305.542857142857,211.7744150201902,3597.153333333333,228.66122770918363
2021-11-06,3066.8,0,5,6,11,4,310,44,2021,-0.9749279121818236,-0.2225209339563146,-0.8136678304455991,0.5813300798152042,-0.5000000000000004,0.8660254037844384,2942.999999999999,3488.1,3881.2,3496.2000000000003,3245.3571428571427,211.11024653123042,3570.0066666666667,241.7448540026892
2021-11-07,3087.5999999999995,0,6,7,11,4,311,44,2021,-0.7818314824680299,0.6234898018587334,-0.8035476485339116,0.5952404359043674,-0.5000000000000004,0.8660254037844384,3066.8,3377.3,3894.4,3459.1,3203.971428571428,209.32199051768612,3543.1133333333332,249.17548688498192
2021-11-08,3257.0,0,0,8,11,4,312,45,2021,0.0,1.0,-0.7931896839451843,0.6089746507720486,-0.5000000000000004,0.8660254037844384,3087.5999999999995,3420.4,3823.1,3411.7000000000003,3180.628571428571,189.31924285261175,3524.2433333333333,248.67582232536282
2021-11-09,3367.0,0,1,9,11,4,313,45,2021,0.7818314824680298,0.6234898018587336,-0.7825970017677834,0.6225286602431057,-0.5000000000000004,0.8660254037844384,3257.0,3454.0999999999995,3766.7,3432.100000000001,3168.1857142857143,170.25205264128806,3510.92,245.92998499012157
2021-11-10,3398.2,0,2,10,11,4,314,45,2021,0.9749279121818236,-0.22252093395631434,-0.7717727365467837,0.6358984534680745,-0.5000000000000004,0.8660254037844384,3367.0,3389.0000000000005,3884.599999999999,3423.7,3169.4999999999995,172.26438014478532,3494.7066666666665,236.2894235427414
2021-11-11,3355.5,0,3,11,11,4,315,45,2021,0.43388373911755823,-0.900968867902419,-0.7607200913564104,0.6490800741100398,-0.5000000000000004,0.8660254037844384,3398.2,3066.9,3912.0,3299.0999999999995,3210.7285714285713,178.05466121658523,3476.1566666666668,223.92037945067327
2021-11-12,3403.1000000000004,0,4,12,11,4,316,45,2021,-0.433883739117558,-0.9009688679024191,-0.7494423368521953,0.6620696215153815,-0.5000000000000004,0.8660254037844384,3355.5,2942.999999999999,3899.2,3402.4000000000005,3276.457142857143,144.51484188072223,3459.6200000000003,209.45228474811896
2021-11-13,3404.9,0,5,13,11,4,317,45,2021,-0.9749279121818236,-0.2225209339563146,-0.7379428103031386,0.6748632518680403,-0.5000000000000004,0.8660254037844384,3403.1000000000004,3066.8,3832.9,3414.5,3324.7571428571428,116.56075464670879,3445.3533333333335,197.37830949086455
